name,nation,position,detailed_position,age,birth_date,matches_played,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,team_name,team_code,team_logo_url,player_id,player_image_url,season
Uroš Spajić,Serbia,DEFENDER,CENTRE_BACK,33,1993-02-13,7,630,0,0,0,1,0,FK Crvena Zvezda,ZVE,https://img.uefa.com/imgml/TP/teams/logos/240x240/50069.png,250016616,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250016616.jpg,2024-25
Alexander Nübel,Germany,GOALKEEPER,GOALKEEPER,29,1996-09-30,7,630,0,0,0,0,0,VfB Stuttgart,STU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50107.png,250087102,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250087102.jpg,2024-25
Łukasz Skorupski,Poland,GOALKEEPER,UNKNOWN,35,1991-05-05,7,630,0,0,0,0,0,Bologna FC 1909,BOL,https://img.uefa.com/imgml/TP/teams/logos/240x240/52969.png,250040573,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250040573.jpg,2024-25
Kévin Théophile-Catherine,France,DEFENDER,FULL_BACK,36,1989-10-28,7,630,0,0,0,0,0,GNK Dinamo,DIN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50164.png,250000679,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250000679.jpg,2024-25
Maximiliano Araújo,Uruguay,MIDFIELDER,UNKNOWN,26,2000-02-15,10,627,1,2,0,2,0,Sporting Clube de Portugal,SPO,https://img.uefa.com/imgml/TP/teams/logos/240x240/50149.png,250200231,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250200231.jpg,2024-25
Joel Monteiro,Switzerland,FORWARD,UNKNOWN,26,1999-08-05,8,627,0,0,0,2,0,BSC Young Boys,YB,https://img.uefa.com/imgml/TP/teams/logos/240x240/50031.png,250157930,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250157930.jpg,2024-25
Dimitri Lavalée,Belgium,DEFENDER,CENTRE_BACK,29,1997-01-13,7,627,0,0,0,3,1,SK Sturm Graz,SGR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50111.png,250103243,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250103243.jpg,2024-25
Martin Baturina,Croatia,MIDFIELDER,ATTACKING_MIDFIELDER,23,2003-02-16,8,625,2,1,0,2,0,GNK Dinamo,DIN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50164.png,250140940,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250140940.jpg,2024-25
Silas,DR Congo,FORWARD,UNKNOWN,27,1998-10-06,8,624,2,0,0,1,0,FK Crvena Zvezda,ZVE,https://img.uefa.com/imgml/TP/teams/logos/240x240/50069.png,250196712,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196712.jpg,2024-25
Ayyoub Bouaddi,France,MIDFIELDER,UNKNOWN,18,2007-10-02,9,622,0,1,0,1,0,LOSC Lille,LIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/75797.png,250191448,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250191448.jpg,2024-25
Anthony Rouault,France,DEFENDER,UNKNOWN,25,2001-05-29,7,622,0,0,0,3,0,VfB Stuttgart,STU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50107.png,250188511,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188511.jpg,2024-25
Malick Yalcouye,Mali,MIDFIELDER,UNKNOWN,20,2005-11-18,8,621,0,0,0,2,0,SK Sturm Graz,SGR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50111.png,250200228,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250200228.jpg,2024-25
Lutsharel Geertruida,Netherlands,DEFENDER,CENTRE_BACK,25,2000-07-18,8,621,0,0,0,1,0,RB Leipzig,RBL,https://img.uefa.com/imgml/TP/teams/logos/240x240/2603790.png,250104075,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250104075.jpg,2024-25
Felix Nmecha,Germany,MIDFIELDER,UNKNOWN,25,2000-10-10,9,619,1,1,0,2,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250112224,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112224.jpg,2024-25
Dan Ndoye,Switzerland,FORWARD,WINGER,25,2000-10-25,8,619,0,0,0,0,0,Bologna FC 1909,BOL,https://img.uefa.com/imgml/TP/teams/logos/240x240/52969.png,250125538,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250125538.jpg,2024-25
Maximilian Beier,Germany,FORWARD,STRIKER,23,2002-10-17,12,617,1,0,0,2,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250124222,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124222.jpg,2024-25
Thomas Meunier,Belgium,DEFENDER,FULL_BACK,34,1991-09-12,9,617,0,1,0,3,0,LOSC Lille,LIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/75797.png,250029318,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250029318.jpg,2024-25
Stefan Posch,Austria,DEFENDER,CENTRE_BACK,29,1997-05-14,8,617,0,0,0,2,0,Atalanta BC,ATA,https://img.uefa.com/imgml/TP/teams/logos/240x240/52816.png,250065419,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250065419.jpg,2024-25
Samson Baidoo,Austria,DEFENDER,UNKNOWN,22,2004-03-31,7,617,0,0,0,1,0,FC Salzburg,SAL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50030.png,250139010,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250139010.jpg,2024-25
Massadio Haïdara,Mali,DEFENDER,UNKNOWN,33,1992-12-02,8,616,0,0,0,2,0,Stade Brestois 29,BRE,https://img.uefa.com/imgml/TP/teams/logos/240x240/2601306.png,250027780,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250027780.jpg,2024-25
Otar Kiteishvili,Georgia,MIDFIELDER,UNKNOWN,30,1996-03-26,7,616,1,0,0,0,0,SK Sturm Graz,SGR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50111.png,250078593,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250078593.jpg,2024-25
Denis Zakaria,Switzerland,MIDFIELDER,CENTRAL_MIDFIELDER,29,1996-11-20,7,614,1,0,1,3,0,AS Monaco,MON,https://img.uefa.com/imgml/TP/teams/logos/240x240/50023.png,250079677,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079677.jpg,2024-25
Lamine Camara,Senegal,MIDFIELDER,UNKNOWN,22,2004-01-01,9,610,0,0,0,2,0,AS Monaco,MON,https://img.uefa.com/imgml/TP/teams/logos/240x240/50023.png,250198240,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250198240.jpg,2024-25
Cameron Carter-Vickers,USA,DEFENDER,CENTRE_BACK,28,1997-12-31,7,609,0,0,0,1,0,Celtic FC,CEL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50050.png,250094540,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250094540.jpg,2024-25
Tochi Chukwuani,Denmark,MIDFIELDER,UNKNOWN,23,2003-03-24,7,607,0,1,0,2,0,SK Sturm Graz,SGR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50111.png,250129341,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129341.jpg,2024-25
Mario Pašalić,Croatia,MIDFIELDER,CENTRAL_MIDFIELDER,31,1995-02-09,10,606,3,0,0,1,0,Atalanta BC,ATA,https://img.uefa.com/imgml/TP/teams/logos/240x240/52816.png,250042631,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042631.jpg,2024-25
Francisco Conceição,Portugal,FORWARD,UNKNOWN,23,2002-12-14,9,606,1,1,0,2,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250117405,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117405.jpg,2024-25
Viktor Gyökeres,Sweden,FORWARD,UNKNOWN,28,1998-06-04,8,606,6,0,2,1,0,Sporting Clube de Portugal,SPO,https://img.uefa.com/imgml/TP/teams/logos/240x240/50149.png,250105927,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105927.jpg,2024-25
Warren Zaïre-Emery,France,MIDFIELDER,DEFENSIVE_MIDFIELDER,20,2006-03-08,13,605,1,0,0,0,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250153849,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153849.jpg,2024-25
Qazim Laçi,Albania,MIDFIELDER,CENTRAL_MIDFIELDER,30,1996-01-19,8,605,1,0,0,0,0,AC Sparta Praha,SPA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50033.png,250056159,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250056159.jpg,2024-25
Kyriakos Savvidis,Greece,MIDFIELDER,UNKNOWN,30,1995-06-20,8,604,0,1,0,2,0,ŠK Slovan Bratislava,SLB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52797.png,250064027,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064027.jpg,2024-25
Filip Ugrinic,Switzerland,MIDFIELDER,UNKNOWN,27,1999-01-05,7,598,0,1,0,3,0,BSC Young Boys,YB,https://img.uefa.com/imgml/TP/teams/logos/240x240/50031.png,250110734,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250110734.jpg,2024-25
Quinten Timber,Netherlands,MIDFIELDER,CENTRAL_MIDFIELDER,24,2001-06-17,7,597,0,2,0,1,0,Feyenoord,FEY,https://img.uefa.com/imgml/TP/teams/logos/240x240/52749.png,250101727,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101727.jpg,2024-25
Amadou Haidara,Mali,MIDFIELDER,CENTRAL_MIDFIELDER,28,1998-01-31,8,593,0,0,0,1,0,RB Leipzig,RBL,https://img.uefa.com/imgml/TP/teams/logos/240x240/2603790.png,250102866,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250102866.jpg,2024-25
Waldemar Anton,Germany,DEFENDER,UNKNOWN,29,1996-07-20,10,591,0,0,0,1,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250101238,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101238.jpg,2024-25
Piotr Zieliński,Poland,MIDFIELDER,ATTACKING_MIDFIELDER,32,1994-05-20,10,587,0,1,0,0,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250024370,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250024370.jpg,2024-25
Savinho,Brazil,MIDFIELDER,UNKNOWN,22,2004-04-10,9,578,1,1,0,1,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250174822,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250174822.jpg,2024-25
Aleksandr Golovin,Russia,MIDFIELDER,ATTACKING_MIDFIELDER,30,1996-05-30,9,577,0,1,0,1,0,AS Monaco,MON,https://img.uefa.com/imgml/TP/teams/logos/240x240/50023.png,250058227,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250058227.jpg,2024-25
Trent Alexander-Arnold,England,DEFENDER,UNKNOWN,27,1998-10-07,8,577,0,1,0,0,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250076357,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250076357.jpg,2024-25
Richard Ledezma,USA,MIDFIELDER,CENTRAL_MIDFIELDER,25,2000-09-06,11,576,0,0,0,1,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250132195,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132195.jpg,2024-25
Greg Taylor,Scotland,DEFENDER,FULL_BACK,28,1997-11-05,8,576,0,1,0,1,0,Celtic FC,CEL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50050.png,250112842,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112842.jpg,2024-25
Mateo Retegui,Italy,FORWARD,UNKNOWN,27,1999-04-29,10,575,3,0,0,0,0,Atalanta BC,ATA,https://img.uefa.com/imgml/TP/teams/logos/240x240/52816.png,250183519,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250183519.jpg,2024-25
Lucas Vázquez,Spain,DEFENDER,STRIKER,34,1991-07-01,10,575,1,1,0,4,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250040521,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250040521.jpg,2024-25
Cherif Ndiaye,Senegal,FORWARD,UNKNOWN,30,1996-01-23,8,572,2,1,1,2,0,FK Crvena Zvezda,ZVE,https://img.uefa.com/imgml/TP/teams/logos/240x240/50069.png,250187238,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187238.jpg,2024-25
Giuliano Simeone,Argentina,FORWARD,UNKNOWN,23,2002-12-18,9,571,1,2,0,2,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250153634,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153634.jpg,2024-25
Federico Dimarco,Italy,DEFENDER,UNKNOWN,28,1997-11-10,10,570,0,2,0,1,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250056189,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250056189.jpg,2024-25
Alisson Becker,Brazil,GOALKEEPER,GOALKEEPER,33,1992-10-02,6,570,0,0,0,0,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250099867,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250099867.jpg,2024-25
Takumi Minamino,Japan,MIDFIELDER,STRIKER,31,1995-01-16,9,569,3,1,0,0,0,AS Monaco,MON,https://img.uefa.com/imgml/TP/teams/logos/240x240/50023.png,250081223,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250081223.jpg,2024-25
Inbeom Hwang,Korea Republic,MIDFIELDER,UNKNOWN,29,1996-09-20,7,569,0,0,0,1,0,Feyenoord,FEY,https://img.uefa.com/imgml/TP/teams/logos/240x240/52749.png,250134536,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134536.jpg,2024-25
Zeno Debast,Belgium,DEFENDER,UNKNOWN,22,2003-10-24,8,568,1,1,0,2,0,Sporting Clube de Portugal,SPO,https://img.uefa.com/imgml/TP/teams/logos/240x240/50149.png,250137390,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250137390.jpg,2024-25
Ngal'Ayel Mukau,DR Congo,MIDFIELDER,UNKNOWN,21,2004-11-03,8,567,2,0,0,2,0,LOSC Lille,LIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/75797.png,250198114,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250198114.jpg,2024-25
Jerdy Schouten,Netherlands,MIDFIELDER,UNKNOWN,29,1997-01-12,7,567,1,0,0,1,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250172787,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250172787.jpg,2024-25
Myles Lewis-Skelly,England,MIDFIELDER,UNKNOWN,19,2006-09-26,10,566,0,2,0,2,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250181082,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250181082.jpg,2024-25
Fikayo Tomori,England,DEFENDER,CENTRE_BACK,28,1997-12-19,7,565,0,1,0,3,0,AC Milan,MIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50058.png,250067630,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250067630.jpg,2024-25
Andrea Cambiaso,Italy,DEFENDER,UNKNOWN,26,2000-02-20,7,564,0,1,0,0,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250163623,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163623.jpg,2024-25
Filip Panák,Czechia,DEFENDER,UNKNOWN,30,1995-11-02,7,562,0,1,0,0,0,AC Sparta Praha,SPA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50033.png,250158901,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250158901.jpg,2024-25
Kai Havertz,Germany,MIDFIELDER,STRIKER,26,1999-06-11,8,560,4,1,0,0,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250087938,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250087938.jpg,2024-25
Weston McKennie,USA,MIDFIELDER,UNKNOWN,27,1998-08-28,9,556,3,0,0,0,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250116904,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250116904.jpg,2024-25
Timothy Weah,USA,MIDFIELDER,STRIKER,26,2000-02-22,9,556,1,1,0,1,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250101472,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101472.jpg,2024-25
Mika Biereth,Denmark,FORWARD,UNKNOWN,23,2003-02-08,8,555,2,0,0,0,0,AS Monaco,MON,https://img.uefa.com/imgml/TP/teams/logos/240x240/50023.png,250167111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250167111.jpg,2024-25
Atakan Karazor,Türkiye,MIDFIELDER,UNKNOWN,29,1996-10-13,7,555,0,0,0,1,0,VfB Stuttgart,STU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50107.png,250196709,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196709.jpg,2024-25
Tigran Barseghyan,Armenia,MIDFIELDER,STRIKER,32,1993-09-22,8,553,1,2,0,2,0,ŠK Slovan Bratislava,SLB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52797.png,250013022,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250013022.jpg,2024-25
Matteo Darmian,Italy,DEFENDER,FULL_BACK,36,1989-12-02,10,552,0,0,0,0,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,103806,https://img.uefa.com/imgml/TP/players/1/2025/324x324/103806.jpg,2024-25
Chemsdine Talbi,Belgium,MIDFIELDER,UNKNOWN,21,2005-05-09,11,551,2,1,0,0,0,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,250153701,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153701.jpg,2024-25
Andy Robertson,Scotland,DEFENDER,UNKNOWN,32,1994-03-11,8,551,0,1,0,2,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250066157,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066157.jpg,2024-25
Dušan Vlahović,Serbia,FORWARD,STRIKER,26,2000-01-28,9,550,4,1,1,1,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250099180,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250099180.jpg,2024-25
Serge Gnabry,Germany,FORWARD,WINGER,30,1995-07-14,12,549,0,3,0,2,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250041770,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250041770.jpg,2024-25
Ángel Di María,Argentina,FORWARD,UNKNOWN,38,1988-02-14,9,547,1,2,1,0,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,1905153,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1905153.jpg,2024-25
Hugo Bueno,Spain,DEFENDER,UNKNOWN,23,2002-09-18,9,546,0,1,0,1,0,Feyenoord,FEY,https://img.uefa.com/imgml/TP/teams/logos/240x240/52749.png,250189052,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189052.jpg,2024-25
Joey Veerman,Netherlands,MIDFIELDER,UNKNOWN,27,1998-11-19,8,545,0,3,0,2,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250105890,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105890.jpg,2024-25
Josha Vagnoman,Germany,DEFENDER,UNKNOWN,25,2000-12-11,7,545,1,1,0,0,0,VfB Stuttgart,STU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50107.png,250127538,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127538.jpg,2024-25
Eliesse Ben Seghir,Morocco,MIDFIELDER,UNKNOWN,21,2005-02-16,10,544,2,0,0,1,0,AS Monaco,MON,https://img.uefa.com/imgml/TP/teams/logos/240x240/50023.png,250167977,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250167977.jpg,2024-25
Strahinja Pavlović,Serbia,DEFENDER,CENTRE_BACK,25,2001-05-24,7,541,0,0,0,0,0,AC Milan,MIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50058.png,250115948,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250115948.jpg,2024-25
Miguel Gutiérrez,Spain,DEFENDER,UNKNOWN,24,2001-07-27,6,540,1,0,0,0,0,Girona FC,GIR,https://img.uefa.com/imgml/TP/teams/logos/240x240/2602798.png,250106969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106969.jpg,2024-25
Raúl Torrente,Spain,DEFENDER,UNKNOWN,24,2001-09-11,6,540,0,0,0,1,0,GNK Dinamo,DIN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50164.png,250148830,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250148830.jpg,2024-25
Emanuel Aiwu,Austria,DEFENDER,UNKNOWN,25,2000-12-25,6,540,0,0,0,1,0,SK Sturm Graz,SGR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50111.png,250121149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121149.jpg,2024-25
Kjell Scherpen,Netherlands,GOALKEEPER,GOALKEEPER,26,2000-01-23,6,540,0,0,0,0,0,SK Sturm Graz,SGR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50111.png,250123304,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250123304.jpg,2024-25
Matěj Kovář,Czechia,GOALKEEPER,GOALKEEPER,26,2000-05-17,6,540,0,0,0,0,0,Bayer 04 Leverkusen,LEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,250117491,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117491.jpg,2024-25
Péter Gulácsi,Hungary,GOALKEEPER,GOALKEEPER,36,1990-05-06,6,540,0,0,0,0,0,RB Leipzig,RBL,https://img.uefa.com/imgml/TP/teams/logos/240x240/2603790.png,102420,https://img.uefa.com/imgml/TP/players/1/2025/324x324/102420.jpg,2024-25
Oleksandr Zubkov,Ukraine,MIDFIELDER,CENTRAL_MIDFIELDER,29,1996-08-03,8,537,2,1,0,0,0,FC Shakhtar Donetsk,SHK,https://img.uefa.com/imgml/TP/teams/logos/240x240/52707.png,250064446,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064446.jpg,2024-25
Ronaël Pierre-Gabriel,France,DEFENDER,CENTRE_BACK,27,1998-06-13,8,536,0,1,0,0,0,GNK Dinamo,DIN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50164.png,250096716,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250096716.jpg,2024-25
Malik Tillman,USA,MIDFIELDER,UNKNOWN,24,2002-05-28,6,534,3,2,0,3,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250123677,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250123677.jpg,2024-25
Leon Bailey,Jamaica,FORWARD,WINGER,28,1997-08-09,8,531,1,1,0,1,0,Aston Villa,AVL,https://img.uefa.com/imgml/TP/teams/logos/240x240/52683.png,250099054,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250099054.jpg,2024-25
Matheus Nunes,Portugal,MIDFIELDER,UNKNOWN,27,1998-08-27,7,531,1,3,1,1,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250145803,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250145803.jpg,2024-25
Jhon Lucumi,Colombia,DEFENDER,CENTRE_BACK,27,1998-06-26,7,531,1,0,0,2,0,Bologna FC 1909,BOL,https://img.uefa.com/imgml/TP/teams/logos/240x240/52969.png,250121218,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121218.jpg,2024-25
Raphaël Guerreiro,Portugal,DEFENDER,FULL_BACK,32,1993-12-22,9,525,1,0,0,0,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250066156,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066156.jpg,2024-25
Matěj Ryneš,Czechia,DEFENDER,CENTRAL_MIDFIELDER,25,2001-05-30,7,525,0,1,0,1,0,AC Sparta Praha,SPA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50033.png,250113993,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113993.jpg,2024-25
İlkay Gündoğan,Germany,MIDFIELDER,CENTRAL_MIDFIELDER,35,1990-10-24,10,524,2,0,0,1,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250005335,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250005335.jpg,2024-25
Benjamin Šeško,Slovenia,FORWARD,UNKNOWN,23,2003-05-31,8,522,4,0,1,1,0,RB Leipzig,RBL,https://img.uefa.com/imgml/TP/teams/logos/240x240/2603790.png,250127111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127111.jpg,2024-25
Ronald Araújo,Uruguay,DEFENDER,UNKNOWN,27,1999-03-07,8,520,1,0,0,0,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250134170,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134170.jpg,2024-25
Antonio Nusa,Norway,MIDFIELDER,UNKNOWN,21,2005-04-17,8,518,0,0,0,0,0,RB Leipzig,RBL,https://img.uefa.com/imgml/TP/teams/logos/240x240/2603790.png,250163400,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163400.jpg,2024-25
Sandro Lauper,Switzerland,MIDFIELDER,CENTRE_BACK,29,1996-10-25,7,518,0,0,0,1,0,BSC Young Boys,YB,https://img.uefa.com/imgml/TP/teams/logos/240x240/50031.png,250085751,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250085751.jpg,2024-25
Matty Cash,Poland,DEFENDER,UNKNOWN,28,1997-08-07,8,515,0,0,0,1,0,Aston Villa,AVL,https://img.uefa.com/imgml/TP/teams/logos/240x240/52683.png,250169376,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169376.jpg,2024-25
Nicolás Capaldo,Argentina,MIDFIELDER,UNKNOWN,27,1998-09-14,8,514,0,0,0,3,0,FC Salzburg,SAL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50030.png,250161140,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250161140.jpg,2024-25
Abdallah Sima,Senegal,FORWARD,STRIKER,24,2001-06-17,9,509,3,0,0,1,0,Stade Brestois 29,BRE,https://img.uefa.com/imgml/TP/teams/logos/240x240/2601306.png,250147342,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250147342.jpg,2024-25
Wilfried Singo,Ivory Coast,DEFENDER,UNKNOWN,25,2000-12-25,6,508,2,1,0,2,1,AS Monaco,MON,https://img.uefa.com/imgml/TP/teams/logos/240x240/50023.png,250132323,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132323.jpg,2024-25
